epoch,loss_per_point
196,5969.159649
197,6245.064552
198,6237.132541
199,5816.803136
200,5785.818735
201,5346.799596
202,5084.060208
203,5760.519088
204,5620.614884
205,5497.314742
206,5432.746189
207,6232.201820
208,5033.925874
209,5931.350553
210,5993.592798
211,5121.660447
212,5862.432872
213,5528.195673
214,5800.180965
215,5476.515412
216,5207.976194
217,6238.429702
218,5936.506090
219,6049.873145
220,5512.827659
221,5394.969790
222,5939.329454
223,5603.448749
224,4920.360082
225,5331.542604
226,5788.710015
227,5624.355498
228,6087.952582
229,5375.873868
230,5513.772264
231,5920.395381
232,5834.091009
233,5363.761437
234,6100.695608
235,5407.240038
236,5674.514529
237,5471.402122
238,5210.628224
239,5359.728180
240,5686.569934
241,6356.129475
242,5815.139770
243,5522.640197
244,5594.819025
245,5272.498559
246,5588.671871
247,5274.989775
248,6343.434832
249,5624.292325
250,4885.779244
251,4940.165678
252,5744.599759
253,5790.602404
254,6266.878148
255,5438.990371
256,6171.831535
257,5364.675621
258,6898.854444
259,5745.944772
260,4977.868956
261,5320.321922
262,5630.328533
263,5377.747013
264,5711.966637
265,5721.623888
266,5030.117870
267,5422.686215
268,5844.777750
269,5259.893975
270,5096.980293
271,5473.912833
272,5726.477705
273,4829.490331
274,5783.371274
275,5872.890578
276,5795.363133
277,5058.629923
278,5602.235440
279,5759.933603
280,5539.165826
281,5100.353585
282,5765.925853
283,5262.075668
284,5354.060910
285,5634.579062
286,4664.681050
287,5810.846225
288,6178.705853
289,5331.817211
290,5571.854568
291,5684.360717
292,5111.871639
293,6041.982278
294,5289.004134
295,5642.640106
296,5148.684244
297,5129.763155
298,5178.170445
299,4960.072575
300,4916.846105
301,5268.315057
302,6275.136325
303,5640.500664
304,5587.174223
305,4387.194470
306,5004.327086
307,5940.141788
308,5617.478970
309,5524.152523
310,5857.634571
311,5199.663892
312,5110.841933
313,5274.492973
314,5103.979905
315,5280.104366
316,5928.326815
317,5976.969313
318,5069.526588
319,6101.674596
320,5451.384855
321,5314.031801
322,5257.551479
323,5188.215693
324,6201.690214
325,5237.959142
326,5908.178440
327,5959.170350
328,5592.864477
329,5599.506818
330,4346.593174
331,6150.327105
332,5470.851283
333,5615.201571
334,5696.467280
335,5030.455803
336,6055.545786
337,5300.713254
338,5576.550771
339,5580.025744
340,5905.865487
341,5793.735641
342,5469.168314
343,5260.525145
344,4220.236156
345,5260.326893
346,5687.845727
347,5830.803860
348,5164.880253
349,5029.160726
350,5381.429372
351,5009.965553
352,5367.349059
353,5583.639909
354,5417.943427
355,5439.745621
356,5888.970949
357,5239.786126
358,5526.668588
359,5299.778223
360,5720.042843
361,5065.752643
362,5631.044016
363,5983.374935
364,5723.706653
365,5227.613560
366,4952.110987
367,5486.897303
368,4931.246181
369,5363.525312
370,5538.687411
371,5522.611886
372,5338.801490
373,5113.151986
374,5416.167144
375,5853.407603
376,5789.097587
377,6257.870213
378,5077.088750
379,4900.262099
380,5187.693840
381,4749.857334
382,6140.631328
383,5191.491802
384,5611.775595
385,4754.915490
386,4766.680969
387,5620.553689
388,5751.743004
389,5532.305332
390,5361.725163
391,5717.823359
392,5076.626978
393,5289.368175
394,5348.061289
395,5246.606728
396,5926.227175
397,5810.323756
398,5785.523524
399,4971.560595
400,5401.141604
401,4956.222733
402,5291.198305
403,5509.351784
404,5179.297002
405,5894.367116
406,5022.428465
407,5282.687387
408,5263.023125
409,5922.954919
410,5269.484981
411,5316.159027
412,5978.640697
413,4729.546138
414,5238.990449
415,5237.347848
416,5102.181104
417,5424.065343
418,5892.123491
419,4916.861791
420,4876.067284
421,5442.636335
422,4919.796161
423,5602.394141
424,5040.072592
425,5050.932172
426,5709.092662
427,5042.002349
428,5106.472164
429,5456.463444
430,5334.492047
431,5482.313421
432,5110.129198
433,6036.422409
434,5089.158077
435,5949.676261
436,5199.468239
437,5099.941214
438,6066.216390
439,4851.229939
440,5970.212645
441,5359.303065
442,5082.608226
443,5608.798929
444,5165.234608
445,5831.621072
446,4798.828887
447,5648.346048
448,4884.584223
449,4658.681411
450,5419.757043
451,5009.180134
452,5494.333844
453,5305.257199
454,5371.073385
455,5681.510386
456,4668.454513
457,5451.547321
458,4969.380203
459,5883.752283
460,4964.184890
461,5897.208080
462,4940.556648
463,5230.834343
464,4908.396751
465,4826.258004
466,5288.156384
467,5152.354345
468,4860.567715
469,5102.704992
470,5136.365379
471,4623.976747
472,6274.331667
473,4876.302721
474,5229.990672
475,5349.411112
476,5639.104929
477,5088.555489
478,5115.177180
479,4984.065994
480,5246.445590
481,5934.346232
482,5075.911487
483,4773.794479
484,5366.376934
485,5643.769399
486,5097.649909
487,5333.868355
488,5435.060776
489,5300.052363
490,5498.799433
491,5979.368741
492,5139.140446
493,5249.032255
494,4846.944534
495,5547.802151
496,4801.803904
497,5271.331425
498,5681.878515
499,5349.814173
500,5044.648340
501,5434.441024
502,4697.369262
503,5289.385599
504,5016.440247
505,4644.593117
506,5503.961465
507,5338.504691
508,5205.095711
509,5218.132440
510,5739.724545
511,4802.496779
512,4976.159487
513,5408.989223
514,5275.834616
515,4915.809549
516,4784.960933
517,5049.160739
518,5294.946125
519,5241.402043
520,5266.896833
521,4582.687998
522,5151.963920
523,5221.021798
524,5138.578005
525,4909.340137
526,4457.479116
527,5269.942475
528,5348.923207
529,4501.321424
530,4604.632414
531,4558.572754
532,5038.810723
533,5470.095293
534,5380.150967
535,5255.475622
536,4948.389490
537,5860.022040
538,5361.106325
539,5056.849632
540,4852.172905
541,5068.399593
542,5395.602802
543,5130.555148
544,5319.944827
545,5162.878264
546,5940.234583
547,4500.573292
548,4606.375550
549,5664.036984
550,4986.325276
551,4928.825679
552,5051.786741
553,4912.986019
554,5109.165045
555,5161.473467
556,5059.418833
557,4651.440890
558,5807.684728
559,4668.575170
560,5363.978924
561,5100.077649
562,4500.598453
563,4865.116917
564,5293.235174
565,5090.071537
566,4940.580389
567,5350.932666
568,4894.918046
569,5094.605269
570,4965.573642
571,4815.153847
572,4433.055447
573,5031.355160
574,4774.063464
575,5322.122880
576,5167.957825
577,4995.819785
578,5169.520313
579,4633.332063
580,4543.279648
581,5252.369641
582,4916.907118
583,5032.804671
584,4537.410351
585,5395.777655
586,5513.514132
587,5661.355047
588,4631.309094
589,5235.867862
590,4600.028011
591,4968.462480
592,4631.110341
593,5123.749190
594,4872.991406
595,4858.825229
596,4762.845475
597,4674.211238
598,4969.262483
599,5227.835821
600,4420.580901
601,4703.928934
602,4677.606506
603,5177.210545
604,5162.935815
605,4453.059904
606,4704.693471
607,4653.728779
608,5153.190616
609,4538.426158
610,5055.457335
611,5097.880886
612,4537.370729
613,5016.923241
614,5264.079804
615,4396.841309
616,5112.431371
617,5687.051684
618,5043.174045
619,4777.846254
620,4736.710453
621,4496.267894
622,4296.445658
623,4785.234657
624,4658.056126
625,5006.457444
626,5016.938051
627,4583.060468
628,5030.170221
629,4810.989385
630,5184.408957
631,5094.328783
632,4896.613376
633,4406.323561
634,4600.170025
635,4825.087981
636,5155.264803
637,5033.600604
638,4880.132004
639,4358.755210
640,4469.467343
641,4385.561664
642,4836.039311
643,4322.390911
644,4816.965426
645,4946.373374
646,5033.418263
647,5156.291490
648,4964.024463
649,5152.002824
650,4871.178472
651,5662.862100
652,4413.344362
653,4415.610844
654,4626.265427
655,4475.762396
656,5390.322847
657,5076.044786
658,5332.600291
659,5772.586622
660,5075.985980
661,4455.286375
662,5001.420838
663,4328.653122
664,5180.505241
665,4450.009099
666,4952.067082
667,4404.300136
668,4943.121337
669,5191.021888
670,4616.635297
671,4924.690961
672,4427.949335
673,4600.228571
674,4830.888016
675,5422.422911
676,5022.539969
677,4755.561226
678,4331.408898
679,5573.392934
680,4760.384567
681,4912.757728
682,4635.823752
683,4364.487622
684,5117.582571
685,5465.173707
686,4452.741832
687,5246.139200
688,4786.832871
689,5346.726318
690,5096.909032
691,4885.368213
692,4997.268346
693,4993.066339
694,4934.250703
695,3887.636059
696,4770.498409
697,4218.969030
698,4167.476780
699,5130.146083
700,5371.119290
701,4378.510194
702,4875.295671
703,4668.133394
704,4741.786192
705,4428.554712
706,4379.093646
707,4272.825970
708,4176.264101
709,4892.520970
710,4397.430926
711,4994.272234
712,4323.412938
713,4740.183612
714,4205.658109
715,5219.817571
716,4785.807604
717,5589.217833
718,4172.110767
719,4546.425168
720,4818.913339
721,4635.705224
722,5150.702583
723,4720.015540
724,4236.530777
725,4550.676339
726,4423.086065
727,4677.927023
728,4748.323216
729,4364.729351
730,4542.108198
731,5136.066114
732,4448.703740
733,4392.838898
734,4419.650645
735,5276.889666
736,4759.687680
737,5013.187448
738,4622.757995
739,4831.445644
740,4034.110116
741,4617.122658
742,5616.576477
743,5025.065558
744,4967.614685
745,4940.948319
746,5210.280940
747,4172.077194
748,5066.684949
749,5036.696722
750,4064.449736
751,4569.799924
752,4499.403745
753,4618.320306
754,4548.386707
755,5526.171092
756,4544.468360
757,4517.502230
758,4634.942993
759,5417.214668
760,4351.159920
761,5220.308681
762,4631.343443
763,4567.623745
764,4813.617028
765,4703.662497
766,4126.626604
767,4909.043211
768,4560.853040
769,4572.239869
770,4042.777439
771,4640.460723
772,5202.431830
773,3978.129239
774,5211.918421
775,5364.901792
776,4624.007241
777,4519.025147
778,4511.757960
779,4844.009913
780,4644.396891
781,4699.552857
782,4726.131268
783,4004.297854
784,4674.270111
785,4274.400394
786,4115.336639
787,5072.899357
788,4545.657768
789,4130.129538
790,4526.974396
791,5175.123285
792,4242.408496
793,4847.494056
794,4797.299398
795,5226.093207
796,4752.937001
797,4559.237486
798,4643.976841
799,4841.562891
800,4270.011721
801,4070.308757
802,4913.082990
803,4450.768235
804,4495.944314
805,4261.825599
806,5054.407522
807,4726.419448
808,4422.373060
809,4618.856509
810,3969.968054
811,4502.706995
812,4362.489797
813,4677.980822
814,4172.450957
815,4231.520148
816,5069.852461
817,4213.676034
818,4576.620199
819,4619.604618
820,4486.936111
821,4137.468431
822,4324.960625
823,4480.537801
824,4858.486207
825,4024.762926
826,4995.188656
827,4339.953463
828,4639.129772
829,4163.411636
830,4641.912366
831,4690.666729
832,5014.849244
833,4300.070433
834,4515.982401
835,4133.044039
836,4379.774270
837,3883.891129
838,4676.862974
839,4300.624335
840,4630.536336
841,5651.885127
842,4305.393365
843,4639.787631
844,4426.609908
845,4431.109776
846,4120.587592
847,4843.341329
848,4723.368611
849,4675.019392
850,4227.840334
851,4733.468226
852,4652.948502
853,4224.823625
854,3648.716142
855,4408.171586
856,4471.034333
857,4917.503179
858,4183.366340
859,4167.517240
860,4331.513145
861,4677.982017
862,4396.006949
863,4439.019554
864,4443.319004
865,3556.655275
866,4165.772228
867,4290.281226
868,4224.753472
869,4431.913679
870,4266.090059
871,4543.858121
872,4061.922741
873,4429.123761
874,4150.176586
875,4455.102497
876,4916.359459
877,4212.761590
878,4685.884709
879,4355.134822
880,4349.348690
881,4118.415157
882,4382.333471
883,4148.199787
884,4433.081897
885,4240.310655
886,4652.543179
887,4202.766966
888,4508.411577
889,4119.569770
890,4307.524791
891,4082.002939
892,4747.793714
893,4385.398954
894,4053.254326
895,3608.273987
896,4412.273470
897,4374.604610
898,4635.472636
899,4062.884512
900,4930.035027
901,4599.393034
902,4072.873863
903,4939.744861
904,3909.622702
905,4345.984879
906,3599.096665
907,3576.804941
908,4883.108702
909,4643.572310
910,4293.270687
911,4205.926295
912,4062.730191
913,4000.604031
914,4330.036827
915,4188.562722
916,3932.284511
917,4616.394148
918,4765.005685
919,4701.036894
920,4209.750779
921,3958.737634
922,4143.896926
923,4018.095191
924,4520.081193
925,4343.356026
926,4442.581766
927,4155.769954
928,3984.226576
929,4629.173312
930,4445.561037
931,3994.524666
932,5146.819396
933,4119.886572
934,3784.630471
935,4419.221738
936,4400.929921
937,4166.383855
938,4131.898157
939,3973.466495
940,3853.454923
941,4145.094765
942,4303.615640
943,4199.978339
944,4830.149621
945,4535.518911
946,4159.330002
947,4613.975239
948,4661.446873
949,4091.969767
950,4454.960860
951,4840.598529
952,3933.429900
953,4063.129144
954,3756.424406
955,3922.339308
956,4222.115256
957,4479.750799
958,4067.735108
959,4001.137730
960,3914.522435
961,3634.656473
962,4403.296141
963,4457.391072
964,4214.907159
965,4788.475558
966,3954.094203
967,4497.355234
968,4439.327476
969,4403.338899
970,4278.384731
971,3946.289753
972,4186.302171
973,3987.868353
974,4059.228077
975,4228.938549
976,3782.137109
977,3848.965762
978,4088.750590
979,4449.038871
980,3960.571525
981,3804.352067
982,4331.685001
983,4263.443152
984,4825.623892
985,3958.720685
986,4029.931356
987,4150.428901
988,4049.546589
989,5361.562842
990,3892.332653
991,4191.977426
992,4019.158265
993,4312.019751
994,4136.381775
995,3525.455552
996,4120.119885
997,4962.403589
998,4164.976098
999,4192.485176
1000,3781.962712
1001,4024.276209
1002,4864.146707
1003,3999.296875
1004,3433.773940
1005,4468.987576
1006,4276.542484
1007,3815.507272
1008,4541.447219
1009,4437.344111
1010,4235.908487
1011,4820.815815
1012,4147.331754
1013,3686.166006
1014,4302.099341
1015,4592.694304
1016,3963.472535
1017,3542.884958
1018,4032.846502
1019,4094.143594
1020,4109.980499
1021,4067.858202
1022,3720.719852
1023,4570.927516
1024,3899.144529
1025,3927.508964
1026,3969.869512
1027,4084.166076
1028,4254.524448
1029,3593.441979
1030,4408.720702
1031,4241.607048
1032,4592.183644
1033,4019.178855
1034,4000.346848
1035,4185.274278
1036,3628.093376
1037,3509.867284
1038,3724.951128
1039,3324.105614
1040,3824.306418
1041,4163.983729
1042,3476.594165
1043,3714.424579
1044,3236.126648
1045,3899.399907
1046,4407.736126
1047,3954.527285
1048,4097.244938
1049,3775.271304
1050,4343.250566
1051,3896.684243
1052,3804.680416
1053,4264.635510
1054,4161.358094
1055,4301.862249
1056,4039.074068
1057,4033.323912
1058,3830.541883
1059,4087.028964
1060,4151.091460
1061,4050.491241
1062,4092.728701
1063,3641.865788
1064,4544.169498
1065,4105.133178
1066,4303.186831
1067,3622.900852
1068,3735.875305
1069,4139.131219
1070,4329.078185
1071,4577.073868
1072,4350.108390
1073,3765.379048
1074,3791.567847
1075,3688.289824
1076,3699.707146
1077,4068.228469
1078,3992.753705
1079,4500.185732
1080,4033.819895
1081,3630.823483
1082,4104.725686
1083,4391.647818
1084,4101.881626
1085,4059.273458
1086,3662.193374
1087,3776.320798
1088,3993.655798
1089,3716.442886
1090,3890.568831
1091,3653.081986
1092,3592.302219
1093,3728.904771
1094,3894.110899
1095,3735.183714
1096,4208.829634
1097,4194.905127
1098,4536.921318
1099,4400.151587
1100,4185.313447
1101,4040.057524
1102,3676.028991
1103,3690.012925
1104,4383.160114
1105,3858.469380
1106,4003.317311
1107,4543.587863
1108,4239.431568
1109,4517.145004
1110,4011.740487
1111,4031.610917
1112,4544.953707
1113,3735.679354
1114,4387.526016
1115,4174.762365
1116,3806.642225
1117,3923.974671
1118,3686.385887
1119,4074.512889
1120,4446.311851
1121,4010.596716
1122,3857.650057
1123,3665.198551
1124,4286.756885
1125,4376.872152
1126,4233.259813
1127,3495.617948
1128,3679.819253
1129,4186.732714
1130,3892.620761
1131,4063.233449
1132,4099.031656
1133,3428.749300
1134,3725.219380
1135,3552.389277
1136,4278.006783
1137,4148.465511
1138,3813.107298
1139,4223.481188
1140,3455.163477
1141,4178.820289
1142,3641.182434
1143,3420.648378
1144,3890.539949
1145,3890.421715
1146,4185.675011
1147,3870.355955
1148,4356.593156
1149,3434.216816
1150,3811.389151
1151,3997.784949
1152,4004.264965
1153,3614.990499
1154,3295.931934
1155,4125.650759
1156,3941.524779
1157,3873.699922
1158,3978.664275
1159,4172.900028
1160,3479.708735
1161,3630.128501
1162,4052.160672
1163,4217.477433
1164,4248.897919
1165,3829.803682
1166,3875.557943
1167,3942.780349
1168,3708.326770
1169,3669.934191
1170,3914.197840
1171,3667.830420
1172,3293.768969
1173,3807.042515
1174,3863.664219
1175,3807.794183
1176,3913.224779
1177,4271.110343
1178,3642.930999
1179,3656.190596
1180,3827.282201
1181,3800.918480
1182,4057.989834
1183,3864.382870
1184,3871.990390
1185,3502.767179
1186,3762.260929
1187,3846.171939
1188,3528.578205
1189,3778.893887
1190,4011.068108
1191,3456.737831
1192,3362.720277
1193,3492.202717
1194,4062.995472
1195,3385.152621
1196,3496.227716
1197,3962.640427
1198,4220.662669
1199,4082.565957
1200,4214.002162
1201,4224.892654
1202,4134.983306
1203,4125.266881
1204,4115.290483
1205,4084.557395
1206,3853.063529
1207,4017.578749
1208,3246.058702
1209,3715.613049
1210,4158.119150
1211,3540.642182
1212,4075.030573
1213,3887.480306
1214,3925.900770
1215,3533.144311
1216,4168.871924
1217,3652.539665
1218,3670.000177
1219,4049.048515
1220,3551.556231
1221,3833.740439
1222,3825.774579
1223,3579.240300
1224,3931.687841
1225,3268.757097
1226,4117.482264
1227,3667.334579
1228,4142.116573
1229,3918.701424
1230,3812.525014
1231,3538.499409
1232,3924.233002
1233,3846.486188
1234,3761.929765
1235,3923.113325
1236,3910.348703
1237,4373.901738
1238,3631.378400
1239,3506.295684
1240,4232.914889
1241,3444.971454
1242,3451.657840
1243,3457.378536
1244,4065.791284
1245,3717.463898
1246,3727.678590
1247,3373.603205
1248,3485.695591
1249,3889.281997
1250,3836.902369
1251,3491.919501
1252,3720.860982
1253,4185.234239
1254,3912.798110
1255,4021.419317
1256,3398.616778
1257,3560.871739
1258,3788.612768
1259,3222.607216
1260,3857.641363
1261,3726.582388
1262,3588.036381
1263,3811.413988
1264,3389.318213
1265,3157.819571
1266,3684.768366
1267,3855.226847
1268,3860.927183
1269,3617.979751
1270,3956.504669
1271,3499.435924
1272,3453.018329
1273,3563.540622
1274,3330.739530
1275,3493.390742
1276,3605.387369
1277,3513.246130
1278,3543.165925
1279,3635.967020
1280,3592.659949
1281,3859.079485
1282,3049.833161
1283,3448.638791
1284,4101.252779
1285,4008.025125
1286,3294.024581
1287,3986.582047
1288,3695.252285
1289,4274.584791
1290,3496.794826
1291,3995.997445
1292,3969.467307
1293,3843.148903
1294,3904.117998
1295,3416.579127
1296,3782.586600
1297,3445.849119
1298,3881.360121
1299,3565.281424
1300,3465.553491
1301,3277.230275
1302,3568.514885
1303,3734.136900
1304,3154.952892
1305,4070.239610
1306,3422.851639
1307,4028.363962
1308,3670.845565
1309,3586.218485
1310,3899.052464
1311,3533.825134
1312,3649.678547
1313,3027.598826
1314,3846.274423
1315,3593.630424
1316,3427.793261
1317,3090.513962
1318,3459.177776
1319,3813.824254
1320,3488.787900
1321,3868.949983
1322,3499.590615
1323,3903.194371
1324,3634.598724
1325,3522.858499
1326,3140.138026
1327,3867.929189
1328,3772.727682
1329,3863.297280
1330,3447.422888
1331,3970.997249
1332,3798.460370
1333,3861.967796
1334,3318.386400
1335,3609.916782
1336,3461.350961
1337,3102.561986
1338,3629.790507
1339,3705.893229
1340,3312.587091
1341,3501.063596
1342,3389.196935
1343,3833.179622
1344,3462.723638
1345,3554.967651
1346,3632.574514
1347,3103.903790
1348,3354.390560
1349,3216.563879
1350,3406.489036
1351,3760.329871
1352,3283.053473
1353,3184.033304
1354,3239.563670
1355,3076.500376
1356,3399.389446
1357,3336.684441
1358,3536.769801
1359,3560.218119
1360,3365.497046
1361,3633.993735
1362,3572.365107
1363,3790.735243
1364,3523.085182
1365,3729.297580
1366,3371.162028
1367,3622.799027
1368,3350.962593
1369,3766.020290
1370,3257.435414
1371,3449.967155
1372,3297.558560
1373,3758.841932
1374,3344.315123
1375,3731.501774
1376,3518.516927
1377,3725.143055
1378,3484.258503
1379,3579.542382
1380,4017.139676
1381,3540.120010
1382,3317.324956
1383,3600.757002
1384,3571.230547
1385,3592.305169
1386,3753.305545
1387,3180.011754
1388,3511.047665
1389,3298.385239
1390,3615.955322
1391,3656.205676
1392,3782.637441
1393,3451.877920
1394,3263.374589
1395,3729.527042
1396,3487.585507
1397,3324.634540
1398,3235.631677
1399,3688.817291
1400,3268.281090
1401,3372.832611
1402,3105.220150
1403,3413.972848
1404,3636.095743
1405,3814.246957
1406,3483.440254
1407,3533.007469
1408,3370.692051
1409,3595.477682
1410,3177.501084
1411,3233.747685
1412,3444.236061
1413,3404.162119
1414,3672.281575
1415,3164.131969
1416,2875.206278
1417,3261.783003
1418,2916.289854
1419,3338.193153
1420,3085.444863
1421,3165.723947
1422,3222.859471
1423,3818.944253
1424,2837.656287
1425,3843.069337
1426,3388.722032
1427,3432.248366
1428,3449.233788
1429,3488.191363
1430,3430.803148
1431,3615.703243
1432,3421.251765
1433,2959.003931
1434,3052.238893
1435,3178.976111
1436,3439.327187
1437,3248.591231
1438,3732.767072
1439,2811.374232
1440,3792.853624
1441,3020.198920
1442,3603.832015
1443,3038.081845
1444,3432.809307
1445,3534.618049
1446,3063.888000
1447,3075.598049
1448,3191.826855
1449,3280.923685
1450,3536.627039
1451,3304.501800
1452,3229.298741
1453,3313.459632
1454,3504.920942
1455,3088.829511
1456,3462.425424
1457,3705.741231
1458,2754.378740
1459,2826.591923
1460,3413.658605
1461,3361.592533
1462,3256.466338
1463,2994.442226
1464,3547.389858
1465,3340.482636
1466,3561.083288
1467,3936.568603
1468,3280.288763
1469,3471.812499
1470,3400.255996
1471,3196.398849
1472,3072.937772
1473,3454.367577
1474,3517.299789
1475,3204.879587
1476,3770.730849
1477,3285.306680
1478,3560.324350
1479,3465.536085
1480,3310.332700
1481,3449.919568
1482,2957.313699
1483,3706.683047
1484,3445.444275
1485,3546.247626
1486,2959.500480
1487,3735.404125
1488,3801.351708
1489,3769.345649
1490,3482.925092
1491,3278.641578
1492,3304.352631
1493,3206.048366
1494,3149.085119
1495,3138.659544
1496,2915.581571
1497,3254.980901
1498,3205.835471
1499,3389.450445
1500,3556.212997
1501,2941.846631
1502,3287.247022
1503,3279.196672
1504,3154.537616
1505,2969.568064
1506,3793.618419
1507,3541.710912
1508,3088.995889
1509,3106.402072
1510,3293.233679
1511,3915.336693
1512,3001.960727
1513,3139.656399
1514,3144.780321
1515,3423.431810
1516,3126.194303
1517,3000.607875
1518,2800.752188
1519,3146.821732
1520,3096.434149
1521,3044.516665
1522,3317.351634
1523,2962.975969
1524,3123.954879
1525,2769.641474
1526,3067.006971
1527,2754.285388
1528,3318.244258
1529,3381.988331
1530,3556.583999
1531,3247.317514
1532,3237.295813
1533,2823.844131
1534,3391.819270
1535,3431.589838
1536,3369.950352
1537,3143.587747
1538,2998.244490
1539,3139.030010
1540,3090.463933
1541,2874.653912
1542,3280.745978
1543,3239.496845
1544,3355.428765
1545,3347.539911
1546,3251.517970
1547,3015.877007
1548,3038.484594
1549,2965.089310
1550,3017.054018
1551,2846.173736
1552,3239.099358
1553,3060.478398
1554,3143.253083
1555,3340.566305
1556,3029.159815
1557,2953.568616
1558,2925.347217
1559,3343.771102
1560,3719.808196
1561,3030.455949
1562,3555.882378
1563,3496.403522
1564,3042.832463
1565,2789.544435
1566,3270.044906
1567,2732.274759
1568,2929.897073
1569,3492.036714
1570,3049.037957
1571,3313.739736
1572,2921.078590
1573,3119.420780
1574,3340.124973
1575,3134.168172
1576,3272.280667
1577,3255.219959
1578,3538.136266
1579,2905.494038
1580,3302.085541
1581,3336.378000
1582,2950.987567
1583,2756.363959
1584,3530.576739
1585,3332.807287
1586,3097.941496
1587,3047.882127
1588,3009.242097
1589,3252.626847
1590,2870.893981
1591,3571.076602
1592,3590.273746
1593,3419.980003
1594,3082.800954
1595,3517.763847
1596,3023.538648
1597,3000.590719
1598,3311.874829
1599,2868.408158
1600,3040.640404
1601,3140.212023
1602,3161.951636
1603,3133.727199
1604,3104.144146
1605,3135.796514
1606,3131.718301
1607,3078.061162
1608,2768.279299
1609,3084.504164
1610,3304.303712
1611,3079.757795
1612,2592.887079
1613,2778.969448
1614,3190.058037
1615,3110.098019
1616,3073.724966
1617,2740.210665
1618,3000.119887
1619,3183.497250
1620,3059.294766
1621,3019.191283
1622,2755.312417
1623,3359.872082
1624,3185.572668
1625,2832.922900
1626,3237.779631
1627,3295.461586
1628,3122.722062
1629,2791.957914
1630,2882.100971
1631,2945.765958
1632,2844.916027
1633,3152.023564
1634,2815.245179
1635,3533.452676
1636,2675.798967
1637,3144.493092
1638,2616.557902
1639,3329.921073
1640,3150.091180
1641,3256.020942
1642,2798.220401
1643,3483.871098
1644,3095.075536
1645,2655.343065
1646,3209.256136
1647,2975.429707
1648,2674.125172
1649,2721.255696
1650,3196.164326
1651,3481.001358
1652,3211.177301
1653,2984.397325
1654,2805.163725
1655,2521.000580
1656,3082.994574
1657,2970.891436
1658,2906.658600
1659,3190.112445
1660,3000.203996
1661,2805.585516
1662,2858.557109
1663,2651.168988
1664,3161.000262
